Manufacturer,Model,Category,Subcategory,URL,Part Number,System,Accounting Item Name,Short Description,Long Description,Discontinued,Tags,Phase,Labor Hours,MSRP,Unit Cost,Unit Price,Taxable,Use Tax,Preferred Vendor,Order UOM,Order UOM Units,Do Not Order,Height,Width,Depth,Weight,Rack Mounted,Rack Units,Amps,Volts,Watts,BTU,Dispersion,Bulk Wire,Start Terminal,End Terminal,Input Terminals,Input Signals,Input Labels,Output Terminals,Output Signals,Output Labels,Custom Field 1 (Income Account),Custom Field 2 (Expense Account),Custom Field 3 (Spec Sheet - Type),Custom Field 4 (Spec Sheet - Cut Out Dimensions),Custom Field 5 (Spec Sheet - Part ID),Custom Field 6,Custom Field 7,Custom Field 8,Custom Field 9,Custom Field 10,Custom Field 11,Custom Field 12 (Spec Sheet Options),Custom Field 13,Custom Field 14,Summarize,Show In Product Details Report,Approved
LUTRON,QSPS-P1-1-35,Shades,Power Supply,http://www.lutron.com/TechnicalDocumentLibrary/085329_QS_Link_Power_Supply_35V.pdf,QSPS-P1-1-35,,LUTRON:QSPS-P1-1-35V,QS Wireless Power Supply,QS Wireless Power Supply,FALSE,,Finish,0.5,210,105,210,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,IEC;PHOENIX-3;PHOENIX-3,120VAC;QS LINK;QS LINK,"POWER;MUX-, MUX, COM;MUX-, MUX, COM",PHOENIX-3;PHOENIX,QS LINK;35V,"MUX-, MUX, COM;POWER",Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,300 - Prewire - Equipment,,VIA-TX-Match,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSPS-P1-1-50,Power Distribution,Power Supplies,http://www.lutron.com/TechnicalDocumentLibrary/086108 b.pdf,QSPS-P1-1-50,,LUTRON:QSPS-P1-1-50,QS single output power supply,QS Power Supply,FALSE,,Finish,0.5,198,99,198,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,,0,,FALSE,,,TERM BLK;TERM BLK;TERM BLK;TERM BLK;TERM BLK;TERM BLK;TERM BLK,24VDC;CTRL;CTRL;CTRL;CTRL;CTRL;CTRL,POWER;COM 1;COM 2;MUX 1;MUX 2;MUX 3;MUX 4,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,300 - Prewire - Equipment,,VIA-TX-Match,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSPSY-10PNL,Lighting,Enclosures,http://www.lutron.com/TechnicalDocumentLibrary/085355_EN.pdf,QSPSY-10PNL,,LUTRON:QSPSY-10PNL,"Sivoia QS wireless smart panel, 10 output (35V)","The Sivoia QS Wireless Smart Panel simplifies wiring and organizes installations with multiple Sivoia QS Wireless window treatments.

The Sivoia QS Wireless Smart Panel is designed to be hardwired into a standard 120 - 240 V~ circuit. Each panel contains ten NEC Class 2 / PELV outputs that provide power to connected devices.",FALSE,,Finish,2,1640,820,1640,TRUE,,Lutron Electronics Inc.,,,FALSE,18,10.88,4.16,15,FALSE,0,0.42,120,50,52,,FALSE,,,SCREW,240VAC,POWER,SCREW,35VDC,POWER,Tech Solutions Product Revenue:Rough-in Phase Product Revenue,Tech Solutions Product COGS:Rough-in Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSSC-EDU-D175,Drapes,Motor,http://www.lutron.com/TechnicalDocumentLibrary/085326_QSSC_EDU_D175_Spec.pdf,QSSC-EDU-D175,,LUTRON:QSSC-EDU-D175,D175 Drapery Electronic Drive Unit,D175 Drapery Electronic Drive Unit,FALSE,,Finish,1,1810,905,1810,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,,,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSW4-T5R-SW-NST,Shades,Non-inventory Part,,QSW4-T5R-SW-NST,,LUTRON:QSW4-T5R-SW-NST,Keypad - Sivoia QS Wireless Table Top 5 Button,Keypad - Sivoia QS Wireless Table Top 5 Button,FALSE,,Finish,0.5,329,199,399,TRUE,,Lutron Electronics Inc.,,,FALSE,4.76,2.94,1.63,0,FALSE,0,0.03,24,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,QS-WLB,Structured Wiring,Enclosures & Panels,http://www.lutron.com/TechnicalDocumentLibrary/041295a.pdf,QS-WLB,Lighting Control,LUTRON:QS-WLB,HomeWork QS Wire landing board,Wire Landing Board,FALSE,,,0.5,79,39.5,79,TRUE,,Lutron Electronics Inc.,,,FALSE,4.03,1.45,1,0,FALSE,0,0,0,0,0,,FALSE,,,TERM BLK;TERM BLK;TERM BLK;TERM BLK,CTRL;CTRL;CTRL;CTRL,LINK DEVICE 1;LINK DEVICE 2;LINK DEVICE 3;LINK DEVICE 4,TERM BLK;TERM BLK;TERM BLK;TERM BLK,CTRL;CTRL;CTRL;CTRL,LINK DEVICE 1;LINK DEVICE 2;LINK DEVICE 3;LINK DEVICE 4,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSWS2-2BRL-I-XX-XXX,Lighting,Non-inventory Part,,QSWS2-2BRL-I-XX-XXX,,LUTRON:QSWS2-2BRL-I-XX-XXX,2 Button Shade Keypad With Raise/Lower,2 Button Shade Keypad With Raise/Lower,FALSE,,Finish,1,260,156,312,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,ALL-TX,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSWS2-3BDI-XX,Lighting,Non-inventory Part,http://www.lutron.com/TechnicalDocumentLibrary/QSWS2.pdf,QSWS2-3BDI-XX,,LUTRON:QSWS2-3BDI-XX,"Dual 3-Button Wallstation, Insert Version","Dual 3-Button Wallstation, Insert Version",FALSE,,Finish,1,280,140,280,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSWS2-5BRLI-WH-E01,Shades,Non-inventory Part,,QSWS2-5BRLI-WH-E01,,LUTRON:QSWS2-5BRLI-WH-E01,"Keypad - Sivoia QS seeTouch 5 Button Raise Lower, Insert, White","Keypad - Sivoia QS seeTouch 5 Button Raise Lower, Insert, White",FALSE,,Finish,0.5,280,140,280,TRUE,,Lutron Electronics Inc.,,,FALSE,4.76,2.94,1.63,0,FALSE,0,0.03,24,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSYC4-RCVR,Lighting,Controllers,http://www.lutron.com/TechnicalDocumentLibrary/Sivoia%20QS%20Shade%20Upgrade%20App%20Note%20-%20Rev%20A.pdf,QSYC4-RCVR,Window Treatments,LUTRON:QSYC4-RCVR,RF receiver for Sivoia QS wireless system,Sivoia QS Wireless Receiver.,FALSE,,Finish,0.5,420,210,420,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,QSYC-J-RCVR,Lighting,Non-inventory Part,,QSYC-J-RCVR,,LUTRON:QSYC-J-RCVR,QS Shade Antenna Dongle,QS Shade Antenna Dongle,FALSE,,Finish,0.25,365,182.5,365,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RALK-2W-SD-ES-E,Lighting,Non-inventory Part,,RALK-2W-SD-ES-E,,LUTRON:RALK-2W-SD-ES-E,RadioRa Keypad Engraving Kit.,RadioRa Keypad Engraving Kit.,FALSE,,Finish,0.25,65,35,70,TRUE,,Lutron Electronics Inc.,,,FALSE,4.5,3,2.75,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,RALK-5W-AO-ES-E,Lighting,Non-inventory Part,,RALK-5W-AO-ES-E,,LUTRON:RALK-5W-AO-ES-E,RadioRa Keypad Engraving Kit.,RadioRa Keypad Engraving Kit.,FALSE,,Finish,0.25,65,35,70,TRUE,,Lutron Electronics Inc.,,,FALSE,4.5,3,2.75,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,RALK-5W-RL-ES-E,Lighting,Non-inventory Part,,RALK-5W-RL-ES-E,,LUTRON:RALK-5W-RL-ES-E,RadioRa Keypad Engraving Kit.,RadioRa Keypad Engraving Kit.,FALSE,,Finish,0.25,65,35,70,TRUE,,Lutron Electronics Inc.,,,FALSE,4.5,3,2.75,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,RDD-6ND-XX,Lighting,Dimmer,http://www.lutron.com/TechnicalDocumentLibrary/369-225i_ENG.pdf,RDD-6ND-XX,Lighting Control,LUTRON:RRD-6ND-XX,"RadioRa 2 600 Watt Dimmer with Neutral, Choose Color","RadioRA 2 Maestro local controls function much like standard dimmers and switches, but can be controlled as part of a lighting control system. Local lighting controls are useful in locations where single circuits of lighting need to be dimmed or switched. Local fan speed controls are useful in locations where control of a single ceiling paddle fan is needed.",FALSE,,Finish,0.25,139,69.5,139,TRUE,,Lutron Electronics Inc.,,,FALSE,4.685,2.9528,1.4961,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RD-RD-LA,Lighting,Dimmers,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RD-RD-LA,Lighting Control,LUTRON:RD-RD-LA,"RadioRA 2 Remote Dimmer, Light Almond",RadioRA 2 Maestro local controls include a Front Accessible Service Switch (FASSTM) for safe lamp replacement. RadioRA 2 Maestro local controls install in single-pole or multi-location applications. Remote dimmers/switches are available for multi-location control.,FALSE,,Finish,0.25,50,25,50,TRUE,,Lutron Electronics Inc.,,,FALSE,4.5,2.4,2.2,0.5,FALSE,0,0,120,0,0,,FALSE,,,SCREW,120VAC,POWER,SCREW,120VAC,DIMMER,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,2,,RD,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RD-RD-WH,Lighting,Dimmers,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,'8790005,,,Accessory Dimmer White,"RadioRA2 accessory dimmer.  RadioRA2 Maestro local controls function much like standard dimmers and switches, but can be controlled as part of a lighting control system.  Local lighting controls are useful in locations where single circuits of lighting need to be dimmed or switched. RadioRA 2 Maestro dimmers incorporate advanced features such as fade on / fade off, long fade off, and rapid full on.  RadioRA 2 Maestro local controls include a Front Accessible Service Switch (FASSTM) for safe lamp replacement.  White",FALSE,,,0.75,50,25,50,TRUE,,Lutron Electronics Inc.,,,FALSE,4.69,2.95,1.18,0,FALSE,0,0,120,0,0,,FALSE,,,ACPLUG,AC,120 V,,,,,,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RD-RD-XX,Lighting,Dimmers,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RD-RD-XX,Lighting Control,LUTRON:RD-RD-XX,"RadioRa 2 Remote Dimmer, Choose Color",RadioRA 2 Maestro local controls include a Front Accessible Service Switch (FASSTM) for safe lamp replacement. RadioRA 2 Maestro local controls install in single-pole or multi-location applications. Remote dimmers/switches are available for multi-location control.,FALSE,,,0.75,50,25,50,TRUE,,Lutron Electronics Inc.,,,FALSE,4.5,2.4,2.2,0.5,FALSE,0,0,120,0,0,,FALSE,,,SCREW,120VAC,POWER,SCREW,120VAC,DIMMER,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RD-RS-WH,Lighting,Switches,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,'8790007,,,Accessory Switch White,"RadioRA2 accessory switch.  RadioRA2 Maestro local controls function much like standard dimmers and switches, but can be controlled as part of a lighting control system.  Local lighting controls are useful in locations where single circuits of lighting need to be dimmed or switched. RadioRA2 Maestro dimmers incorporate advanced features such as fade on / fade off, long fade off, and rapid full on.  RadioRA2 Maestro local controls include a Front Accessible Service Switch (FASSTM) for safe lamp replacement.  White",FALSE,,Finish,0.25,50,25,50,TRUE,,Lutron Electronics Inc.,,,FALSE,4.69,2.95,1.18,0,FALSE,0,0,120,0,0,,FALSE,,,ACPLUG,AC,120 V,,,,,,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RD-RS-XX,Lighting,Switches,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RD-RS-XX,,LUTRON:RD-RS-XX,"RadioRa 2 Remote Switch, Choose Color",RadioRA  2 Maestro local controls include a Front Accessible Service Switch (FASS) for safe lamp replacement. RadioRA 2 Maestro local controls install in single-pole or multi-location applications. Remote dimmers/switches are available for multi-location control.,FALSE,,Finish,0.25,50,25,50,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,120,0,0,,FALSE,,,SCREW,120VAC,POWER,SCREW,120VAC,SWITCH,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA-TX-Match,,,,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-AD-10-XX,Lighting,Packages,http://www.lutron.com/en-US/Service-Support/Pages/Technical/InstallationInstructions/InstallationInstructions.aspx?syst=Single+Room+Controls&prodn=RadioRA%C2%AE+2,RK-AD-10-XX,,LUTRON:RK-AD-10,Accessory dimmer button kit - 10 pack,10 Color Change Kit for New RA AD (Accessory Dimmer),FALSE,,Finish,0.5,135,67.5,135,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-AD-SW,Unassigned,Non-inventory Part,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RK-AD-SW,,LUTRON:RK-AD,Color Change Kit for RadioRa Device (Accessory Dimmer),Color Change Kit for RadioRa Device (Accessory Dimmer),FALSE,,Finish,0,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-AS-10-XX,Lighting,Packages,http://www.lutron.com/en-US/Service-Support/Pages/Technical/InstallationInstructions/InstallationInstructions.aspx?syst=Single+Room+Controls&prodn=RadioRA%C2%AE+2,RK-AS-10-XX,,LUTRON:RK-AS-10,Accessory switch button kit - 10 pack,10-Pack Companion Switch Color Replacement Button Kit for new RadioRa Device (Accessory Dimmer),FALSE,,Finish,0.5,135,67.5,135,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-AS-XX,Lighting,Packages,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RK-AS-XX,,LUTRON:RK-AS,Accessory switch button kit,Color Change Kit for RA AS RadioRA Accessory Switch,FALSE,,Finish,0.5,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,4.6,2.3,2.3,0.1,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKA-W5BI-XX-E,Lighting,Packages,,RKA-W5BI-XX-E,Lighting Control,LUTORN:RKA-W5BI-XX-E,"HomeWork QS Wired seeTouch 5 button, Insert Style, Architectural Keypad Engraved Replacement kit","Engraved 5 Button Replacement Kit, Choose Color.",FALSE,,Finish,0.5,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKA-W6BI-XX-E,Lighting,Buttons,,RKA-W6BI-XX-E,Lighting Control,LUTRON:RKA-W6BI-XX-E,"Engraved 6 Button Replacement Kit, Choose Color.","Engraved 6 Button Replacement Kit, Choose Color.",FALSE,,Finish,0.15,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Product Revenue:Finish Phase Product Revenue,Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-D-10-XX,Lighting,Packages,http://www.lutron.com/en-US/Service-Support/Pages/Technical/InstallationInstructions/InstallationInstructions.aspx?syst=Single+Room+Controls&prodn=RadioRA%C2%AE+2,RK-D-10-XX,,LUTRON:RK-D-10-XX,Dimmer replacement button kit - 10 pack,10 Color Change Kit for new RadioRA Dimmer,FALSE,,Finish,0.5,135,67.5,135,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-D-GB,Lighting,Non-inventory Part,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RK-D-GB,,LUTRON:RK-D-GB,"Dimmer Replacement Button Kit, Greenbriar","Dimmer Replacement Button Kit, Greenbriar",FALSE,,Finish,0.25,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-D-GS,Lighting,Non-inventory Part,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RK-D-GS,,LUTRON:RK-D-GS,"Dimmer Replacement Button Kit, Goldstone","Dimmer Replacement Button Kit, Goldstone",FALSE,,Finish,0.25,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-H3BSRL-XX-E,Control Systems,Packages,http://www.lutron.com/TechnicalDocumentLibrary/369-228.pdf,RKD-H3BSRL-XX-E,,LUTRON:RKD-H3BSRL-XX-E,Button kit for RKD-H3BSRL-XX 3-button with raise/lower keypad and 450W dimmer,Hybrid Engraved Replacement Button Kit - 3 Button Scene with Raise/Lower Keypad and 450 Watt/450...,FALSE,,Finish,1,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-H5BRL-XX-E,Control Systems,Packages,,RKD-H5BRL-XX-E,,LUTRON:RKD-H5BRL-XX-E,Button kit for RKD-H5BRL-XX 5-button with raise/lower keypad and 450W dimmer,Hybrid Engraved Replacement Button Kit - 5 Button with Raise/Lower Keypad and 450 Watt/450 Volt ...,FALSE,,Finish,1,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-H6BRL-SW-E,Unassigned,Non-inventory Part,,RKD-H6BRL-SW-E,,LUTRON:RKD-H6BRL-XX-E,Hybrid Engraved Replacement Button Kit - 6 Button with Raise/Lower Keypad and 450 Watt/450 Volt ...,Hybrid Engraved Replacement Button Kit - 6 Button with Raise/Lower Keypad and 450 Watt/450 Volt ...,FALSE,,Finish,0,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-D-MR,Lighting,Non-inventory Part,http://www.lutron.com/TechnicalDocumentLibrary/369225_ENG.pdf,RK-D-MR,,LUTRON:RK-D-MR,"Dimmer Replacement Button Kit, Merlot","Dimmer Replacement Button Kit, Merlot",FALSE,,Finish,0.25,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,310 - Trim - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-W3BS-XX-E,Control Systems,Packages,http://www.lutron.com/TechnicalDocumentLibrary/369354a%20HW%20QS%20Wired%20Des.pdf,RKD-W3BS-XX-E,,LUTRON:RKD-W3BS-XX-E,HomeWork QS RF SeeTouch Designer Keypad Engraved Replacement Kit - 3 Scene Button,Engraved Replacement Button Kit - 3 Button Scene Keypad,FALSE,,Finish,1,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-W4BS-MN-E,Unassigned,Non-inventory Part,,RKD-W4BS-MN-E,,LUTRON:RKD-W,"Keypad Button Kit, All Configurations","Keypad Button Kit, All Configurations",FALSE,,Finish,0,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-W5B-XX-E,Control Systems,Packages,http://www.lutron.com/TechnicalDocumentLibrary/369354a%20HW%20QS%20Wired%20Des.pdf,RKD-W5B-XX-E,,LUTRON:RKD-W5B-XX-E,HomeWork QS RF SeeTouch Designer Keypad Engraved Replacement Kit - 5 Button,Engraved Replacement Button Kit - 5 Button Scene Keypad,FALSE,,Finish,1,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RKD-W6BRL-XX-E,Control Systems,Packages,,RKD-W6BRL-XX-E,,LUTRON:RKD-W6BRL-XX-E,Button kit for RRD-W6BRL-XX wall-mounted keypad,Designer Wired seeTouch Button Kit,FALSE,,Finish,1,65,32.5,65,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,320 - Finish - Equipment,,VIA,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-F-10-XX,Lighting,Packages,,RK-F-10-XX,,LUTRON:RK-F-10,Fan control button change kit - 10 pack,HomeWork 10-Pack Fan Control Button,FALSE,,Finish,0.5,135,67.5,135,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,ACPLUG,120VAC,POWER,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-F-XX,Lighting,Packages,,RK-F-XX,,LUTRON:RK-F,Fan control button change kit,HomeWork Fan Control Button Kit,FALSE,,Finish,0.5,15,7.5,15,TRUE,,Lutron Electronics Inc.,,,FALSE,4.6,2.3,2.3,0.1,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Rough-in Phase Product Revenue,Tech Solutions Product COGS:Rough-in Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
LUTRON,RK-S-10-XX,Control Systems,Packages,http://www.lutron.com/en-US/Service-Support/Pages/Technical/InstallationInstructions/InstallationInstructions.aspx?syst=Single+Room+Controls&prodn=RadioRA%C2%AE+2,RK-S-10-XX,,LUTRON:RK-S-10,Switch replacement button kit - 10 pack,10 Color Change Kit for new RadioRA Switch,FALSE,,Finish,1,135,67.5,135,TRUE,,Lutron Electronics Inc.,,,FALSE,0,0,0,0.5,FALSE,0,0,0,0,0,,FALSE,,,,,,,,,Tech Solutions Product Revenue:Finish Phase Product Revenue,Tech Solutions Product COGS:Finish Product COGS,,,,0,0,0,,,,,,,FALSE,TRUE,TRUE
